nomem_encr;cd22o_m;cd22o091;cd22o092;cd22o003;cd22o005;cd22o093;cd22o008;cd22o009;cd22o010;cd22o088;cd22o012;cd22o013;cd22o014;cd22o015;cd22o083;cd22o018;cd22o019;cd22o020;cd22o021;cd22o024;cd22o025;cd22o026;cd22o027;cd22o028;cd22o029;cd22o030;cd22o094;cd22o033;cd22o034;cd22o035;cd22o036;cd22o038;cd22o039;cd22o041;cd22o089;cd22o042;cd22o043;cd22o044;cd22o045;cd22o046;cd22o047;cd22o048;cd22o049;cd22o050;cd22o090;cd22o051;cd22o052;cd22o053;cd22o054;cd22o058;cd22o060;cd22o061;cd22o062;cd22o063;cd22o095;cd22o066;cd22o084;cd22o085;cd22o069;cd22o096;cd22o072;cd22o073;cd22o074;cd22o075;cd22o076;cd22o077;cd22o078;cd22o079;cd22o080;cd22o081;cd22o082
814347;202207;8;7;3; ; ; ; ; ; ; ; ;2012;1;200000;-9; ;1;-9;275000;219000;1;1;-9; ;3; ; ;5;2;2012;2;2;0;0;0;1;1;1;0;1;0;1;0;0;0;1;0;2;1;3;2; ;-9; ; ; ; ;2; ; ;3;5;1;3;4;15/07/2022;01:59:53;15/07/2022;02:08:45;532
814367;202207;10;9;1; ;1;615;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1990;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;4;05/07/2022;12:22:32;05/07/2022;12:25:18;166
814389;202207;9;8;3; ; ; ; ; ; ; ; ;1971;2; ; ; ; ; ;400000;87000;2; ;306;2021;3; ; ;5;2;1971;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;13/07/2022;22:05:04;13/07/2022;22:12:29;445
814489;202208;9;8;3; ; ; ; ; ; ; ; ;1993;1;275000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17/08/2022;07:47:30; ; ; 
814505;202207;9;8;3; ; ; ; ; ; ; ; ;1980;2; ; ; ; ; ;285000;140000;2;3;285000;2022;3; ; ;4;2;1980;4;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;2;5;06/07/2022;14:19:26;06/07/2022;14:24:44;318
814521;202207;10;10;1; ;1;-8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2021;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;1;1;2;26/07/2022;19:05:17;26/07/2022;19:07:27;130
814567;202207;8;8;3; ; ; ; ; ; ; ; ;1994;1;-9;-9; ;-9; ;350000; ; ; ;-9; ;3; ; ;5;2;1994;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;4;2;2;4;2;07/07/2022;13:18:44;07/07/2022;13:26:34;470
814576;202207;8;8;3; ; ; ; ; ; ; ; ;2018;1;150000;1;35000;1;-9;345000;175000;1;3;250000;2022;1;1;120;4;2;2018;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;3;3;3;25/07/2022;15:38:08;25/07/2022;15:46:12;484
814591;202208;10;10;3; ; ; ; ; ; ; ; ;2013;1;-9;1;-9;1;-9;-9;180000;1;1;-9; ;2; ; ;6;2;2013;6;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;2;2;04/07/2022;21:58:44;14/08/2022;14:05:41;3514017
814592;202207;8;8;3; ; ; ; ; ; ; ; ;2007;1;212000;2; ;1;9193;280000;200000;1;1;221000;2021;3; ; ;6;2;2007;2;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;4;2;3;3;3;04/07/2022;14:57:47;04/07/2022;15:05:53;486
814602;202207;9;8;3; ; ; ; ; ; ; ; ;1995;1;-9;-9; ;-9; ;-9;205000;2;3;-9; ;-9; ; ;4;2;1995;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;26/07/2022;09:19:04;26/07/2022;09:20:04;60
814613;202207;10;9;3; ; ; ; ; ; ; ; ;2006;1;165000;1;10000;1;-9;-9;300000;1;1;328000;2022;2; ; ;5;2;2006;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;4;5;4;4;5;06/07/2022;12:28:18;06/07/2022;12:35:51;453
814630;202207;8;8;1; ;1;481;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1990;5;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;4;05/07/2022;15:12:59;05/07/2022;15:15:09;130
814645;202207;8;8;3; ; ; ; ; ; ; ; ;1988;1;89800;1;3450;1;1090;200000;125000;2;1;190000;2022;2; ; ;5;2;1988;3;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;3;11/07/2022;21:35:08;11/07/2022;21:43:01;473
814666;202207;7;8;1; ;1;-8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2014;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;12/07/2022;17:16:23;12/07/2022;17:18:04;101
814720;202207;9;9;3; ; ; ; ; ; ; ; ;1995;1;50000;1;7600;1;-9;600000; ; ;1;530000;2021;2; ; ;7;2;1995;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;1;3;11/07/2022;17:12:03;11/07/2022;17:17:55;352
814724;202207;8;8;3; ; ; ; ; ; ; ; ;1995;2; ; ; ; ; ;750000;710000;2;3;730000;2022;3; ; ;4;2;1996;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;4;4;08/07/2022;21:11:06;08/07/2022;21:14:08;182
814736;202208;9;8;3; ; ; ; ; ; ; ; ;2007;1;135000;2; ;1;2400;400000;235000;1;3;312000;2022;1;1;200;3;1;2007;5;8;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;07/08/2022;21:42:52;07/08/2022;21:55:47;775
814743;202207;-9;8;3; ; ; ; ; ; ; ; ;2019;1;257413;1;5281;1;5200;325000;255000;1;3;-9; ;1;1;110;3;2;2021;5;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;4;5;2;2;2;05/07/2022;22:54:06;05/07/2022;23:32:02;2276
814863;202207;9;9;3; ; ; ; ; ; ; ; ;1990;2; ; ; ; ; ;300000;89000;2;2;-9; ;2; ; ;5;1;1990;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1;1;4;4;18/07/2022;19:12:30;18/07/2022;19:38:43;1573
814880;202207;8;8;3; ; ; ; ; ; ; ; ;2001;2; ; ; ; ; ;710000;869000;2;1;652000;2022;3; ; ;5;2;2001;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;23/07/2022;12:36:30;23/07/2022;12:44:18;468
814926;202207;7;7;3; ; ; ; ; ; ; ; ;2013;1;-9;1;-8;1;-8;225000;144000;1;1;175000;2021;2; ; ;4;2;2013;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;4;4;12/07/2022;06:49:05;12/07/2022;06:50:58;113
814947;202207;9;8;3; ; ; ; ; ; ; ; ;2017;1;196000;1;9650;1;-9;-9;227000;1;1;215000;2022;2; ; ;4;2;2017;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;3;3;3;4;11/07/2022;21:13:24;11/07/2022;21:17:52;268
814956;202207;8;8;3; ; ; ; ; ; ; ; ;2019;2; ; ; ; ; ;150000;133000;1;2;150000;2021;3; ; ;2;2;2019;1;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;16/07/2022;12:46:49;16/07/2022;12:49:52;183
815045;202207;6;7;1; ;1;650;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2021;5;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;3;4;08/07/2022;17:28:26;08/07/2022;17:30:24;118
815106;202207;8;8;3; ; ; ; ; ; ; ; ;1999;1;117982;1;14747;1;2235;300000;147478;1;1;208000;2022;1;1;240;3;2;1999;5;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;19/07/2022;11:15:30;19/07/2022;11:23:22;472
815125;202207;10;9;3; ; ; ; ; ; ; ; ;2008;2; ; ; ; ; ;550000;362000;1;1;437000;2021;2; ; ;4;2;2008;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;3;3;3;05/07/2022;19:00:41;05/07/2022;19:05:19;278
815127;202207;-9;-9;3; ; ; ; ; ; ; ; ;1986;1;46098;2; ;1;2212;325000;147500;2;3;289000;2022;3; ; ;5;2;1987;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;20/07/2022;16:11:18;20/07/2022;16:20:47;569
815173;202207;9;9;3; ; ; ; ; ; ; ; ;2021;1;240000;1;7000;1;2000;900000;790000;1;1;771000;2022;3; ; ;7;2;2021;1;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;2;3;11/07/2022;22:41:36;11/07/2022;22:43:56;140
815175;202207;10;10;3; ; ; ; ; ; ; ; ;1988;1;-8;1;-8;1;-8;-8;150000;2;4;315000;2022;3; ; ;4;2;1988;6;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;4;4;4;3;4;06/07/2022;19:35:23;06/07/2022;19:42:32;429
815176;202207;-9;-9;3; ; ; ; ; ; ; ; ;1999;1;265000;2; ;1;2150;650000;650000;2;2;590000;2022;2; ; ;6;2;2000;4;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;04/07/2022;16:38:14;04/07/2022;16:46:02;468
815202;202208;9;9;3; ; ; ; ; ; ; ; ;1994;1;120000;2; ;1;1632;420000;233000;2;2;353000;2021;2; ; ;5;2;1994;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;5;2;3;4;27/08/2022;20:59:28;27/08/2022;21:11:23;715
815249;202207;3;6;1; ;1;710;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2020;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;25/07/2022;21:07:52;25/07/2022;21:09:04;72
815250;202207;8;8;3; ; ; ; ; ; ; ; ;2020;1;350000;1;-9;1;-9;500000;370000;1;1;450000;2022;2; ; ;7;2;2020;6;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;3;1;4;4;04/07/2022;13:08:24;04/07/2022;13:12:43;259
815257;202207;7;7;3; ; ; ; ; ; ; ; ;2001;1;146000;1;4200;1;-9;-9;113000;1;1;135000;2021;1;1;130;3;2;2001;5;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;2;2;3;20/07/2022;14:11:53;20/07/2022;14:18:34;401
815267;202207;8;7;1; ;1;660;2; ;1;1;316; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2014;5;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;04/07/2022;17:16:05;04/07/2022;17:17:44;99
815273;202208;8;7;1; ;1;680;1;140;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1997;5;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;11/08/2022;21:21:11;11/08/2022;21:25:00;229
815348;202207;8;8;3; ; ; ; ; ; ; ; ;2020;1;-9;2; ;-9; ;-9;183;1;1;196;2022;3; ; ;4;2;2020;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;3;3;07/07/2022;15:10:00;07/07/2022;15:16:47;407
815356;202207;9;8;3; ; ; ; ; ; ; ; ;2020;2; ; ; ; ; ;320000;235000;1;1;-9; ;2; ; ;3;2;2020;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;3;3;04/07/2022;16:03:56;04/07/2022;16:06:25;149
815359;202207;6;7;3; ; ; ; ; ; ; ; ;2020;-9; ; ; ; ; ;250000;202000;1;1;-9; ;3; ; ;5;2;2020;4;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;5;4;06/07/2022;00:35:53;06/07/2022;00:37:23;90
815368;202207;9;8;3; ; ; ; ; ; ; ; ;1991;1;129936;2; ;1;2064;400000;165000;2;1;261000;2021;3; ; ;4;2;1991;2;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;2;5;11/07/2022;16:41:12;11/07/2022;16:50:23;551
815390;202208;7;7;3; ; ; ; ; ; ; ; ;2015;1;-9;1;-8;1;-8;495000;202500;1;1;335000;2022;2; ; ;6;2;2015;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;3;2;3;3;22/08/2022;23:10:55;22/08/2022;23:12:48;113
815399;202207;8;8;3; ; ; ; ; ; ; ; ;2005;1;-9;1;-9;1;-9;-9;132500;1;2;189000;2022;2; ; ;5;2;2005;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;3;3;4;05/07/2022;08:48:39;05/07/2022;08:53:44;305
815411;202207;9;8;3; ; ; ; ; ; ; ; ;2008;1;142500;1;10000;1;-9;335000;220000;1;1;275000;2022;2; ; ;5;2;2006;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;3;15/07/2022;22:52:05;25/07/2022;01:01:19;785354
815451;202207;8;5;1; ;1;640;2; ;1;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;1999;4;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;3;4;14/07/2022;13:22:08;14/07/2022;13:25:27;199
815463;202207;8;9;1; ;1;920;1;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1988;5;7;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;5;3;3;3;17/07/2022;13:35:02;17/07/2022;13:38:48;226
815470;202207;8;8;3; ; ; ; ; ; ; ; ;2019;1;350000;1;10000;1;-9;550000;363000;1;2;395000;2021;3; ; ;6;2;2019;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;5;04/07/2022;12:44:33;04/07/2022;12:50:23;350
815481;202207;5;6;2; ;1;-8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2016;3;3;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;-8;2; ; ; ; ; ; ; ; ; ; ; ;3;3;2;3;4;18/07/2022;21:13:06;18/07/2022;21:13:35;29
815496;202207;9;10;3; ; ; ; ; ; ; ; ;1996;1;295000;2; ;1;4265;695000;385000;2;4;575000;2022;3; ; ;4;2;1996;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;5;09/07/2022;14:13:04;23/07/2022;21:02:09;1234145
815533;202207;7;6;1; ;1;586;2; ;1;1;247; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1998;4;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;23/07/2022;15:51:19;23/07/2022;15:53:44;145
815560;202207;7;7;3; ; ; ; ; ; ; ; ;2019;1;-9;1;-9;1;-9;265000;210000;1;3;-9; ;3; ; ;3;2;2020;4;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;3;3;12/07/2022;16:07:17;12/07/2022;16:09:41;144
815639;202207;7;8;1; ;1;670;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2008;5;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;4;5;04/07/2022;16:41:07;04/07/2022;16:44:59;232
815695;202207;10;9;3; ; ; ; ; ; ; ; ;1989;2; ; ; ; ; ;-9;269000;2;1;-9; ;3; ; ;5;2;1989;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;5;3;3;3;07/07/2022;14:34:08;07/07/2022;14:36:14;126
815718;202207;9;9;3; ; ; ; ; ; ; ; ;1992;1;70000;2; ;1;1500;525000;345000;2;1;470000;2021;3; ; ;6;2;1992;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;4;18/07/2022;16:10:27;18/07/2022;16:20:04;577
815804;202207;7;7;1; ;1;295;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1984;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;11/07/2022;14:34:02;11/07/2022;14:35:56;114
815814;202207;9;10;3; ; ; ; ; ; ; ; ;2009;1;262858;1;4899;1;11775;450000;327000;1;3;343000;2022;3; ; ;5;2;2009;4;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;06/07/2022;12:29:02;06/07/2022;12:44:33;931
815823;202207;10;8;3; ; ; ; ; ; ; ; ;2018;2; ; ; ; ; ;550000;550000;1;1;540000;2022;1;1;200;3;2;2018;5;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;1;3;2; ;300000; ; ; ; ;1;1;143;1;4;1;3;3;04/07/2022;17:11:44;04/07/2022;17:16:26;282
815828;202207;8;8;3; ; ; ; ; ; ; ; ;2017;1;162000;1;10000;1;-9;230000;165000;1;1;235000;2022;1;1;221;4;2;2017;5;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;5;18/07/2022;12:20:49;18/07/2022;12:27:07;378
815861;202207;2;8;1; ;1;595;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2015;2;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;5;06/07/2022;13:42:52;06/07/2022;13:46:37;225
815875;202207;-9;8;3; ; ; ; ; ; ; ; ;2008;1;128000;1;16000;1;5316;450000;285000;1;2;379000;2022;1;1;189;5;2;2008;5;3;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;2;1;3;2; ;35000; ; ; ; ;2; ; ;3;4;2;4;4;04/07/2022;13:27:57;04/07/2022;13:36:02;485
815880;202207;7;7;1; ;1;814;1;250;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2020;5;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;4;4;04/07/2022;12:25:56;04/07/2022;12:28:35;159
815885;202207;2;6;1; ;1;550;1;5;1;1;230; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2021;9;1;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;4;5;13/07/2022;21:31:27;13/07/2022;21:34:36;189
815894;202207;-9;9;3; ; ; ; ; ; ; ; ;2017;1;39000;2; ;1;468;290000;150000;1;1;207000;2022;1;1;94;4;2;2018;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;4;4;4;19/07/2022;15:50:59;19/07/2022;15:57:24;385
815899;202207;7;7;1; ;1;609;2; ;1;1;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1976;4;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;5;12/07/2022;12:46:25;12/07/2022;12:50:41;256
815921;202207;8;9;1; ;1;655;1;63;1;1;173; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2004;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;5;5;16/07/2022;19:37:12;16/07/2022;19:48:17;665
815940;202207;9;9;3; ; ; ; ; ; ; ; ;1996;1;70000;2; ;1;3000;320000;70000; ;1;285000;2022;3; ; ;5;2;1980;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;4;4;4;4;4;15/07/2022;20:33:17;15/07/2022;20:45:05;708
815957;202207;7;9;3; ; ; ; ; ; ; ; ;2017;1;165000;1;7500;1;-8;350000;178500;1;1;185000;2021;3; ; ;5;2;2017;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;04/07/2022;15:22:53;04/07/2022;16:22:50;3597
815985;202207;8;9;1; ;1;1400;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2019;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;04/07/2022;19:03:46;04/07/2022;19:05:36;110
815991;202208;7;10;3; ; ; ; ; ; ; ; ;2022;2; ; ; ; ; ;-9; ; ; ;-9; ;2; ; ;4;2;2021;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;3;4;4;08/08/2022;13:06:20;08/08/2022;13:13:50;450
816003;202207;10;9;1; ;1;615;2; ;1;1;190; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;1978;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;3;4;06/07/2022;09:49:16;06/07/2022;09:52:02;166
816017;202207;8;8;3; ; ; ; ; ; ; ; ;1985;1;100000;2; ;1;1750;400000;250000;2;3;360000;2022;3; ; ;4;2;1985;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;5;5;04/07/2022;13:06:59;04/07/2022;13:14:02;423
816052;202207;8;7;3; ; ; ; ; ; ; ; ;1987;1;33914;1;5613;1;690;700000;175000;2;1;433000;2022;3; ; ;5;2;1987;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;3;3;3;20/07/2022;19:18:52;20/07/2022;19:25:55;423
816061;202207;8;8;3; ; ; ; ; ; ; ; ;2018;1;-8;1;-8;-8; ;-9;166500;1;1;-9; ;-9; ; ;7;1;2018;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;17/07/2022;10:31:36;17/07/2022;10:40:41;545
816083;202207;8;8;3; ; ; ; ; ; ; ; ;2005;1;195000;1;-9;1;-9;225000;185000;1;1;215000;2022;3; ; ;4;2;2005;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;4;5;5;5;5;04/07/2022;19:50:05;04/07/2022;19:53:36;211
816094;202208;7;6;1; ;1;1009;1;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2022;5;2;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;5;3;30/08/2022;23:21:45;30/08/2022;23:26:25;280
816111;202207;8;5;1; ;1;645;2; ;1;1;225; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;2;2012;4;3;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;1;1;05/07/2022;11:04:03;05/07/2022;11:07:06;183
816122;202207;8;8;3; ; ; ; ; ; ; ; ;2018;1;-8;1;-8;1;-8;-8;0;1;1;-8; ;1;1;-8;5;2;2018;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;19/07/2022;21:50:39;19/07/2022;21:52:55;136
816133;202207;10;10;3; ; ; ; ; ; ; ; ;1989;-8; ; ; ; ; ;-8; ; ; ;-8; ;3; ; ;5;2;1991;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;4;5;11/07/2022;19:27:48;11/07/2022;19:32:10;262
816143;202207;8;8;1; ;1;690;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1995;4;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;07/07/2022;17:41:05;07/07/2022;17:42:46;101
